0: [0.280884712934494, -0.03655841574072838, 0.12444674968719482, 0.3670846223831177, 0.4139261841773987, 0.11083553731441498, 0.04981372505426407, 0.0989152193069458, 0.07002666592597961, 22.096206665039062, -17.780933380126953, -19.01601219177246, -0.3730422556400299, -0.15273943543434143, 0.05638005584478378, 0.13856467604637146, 0.5325479507446289, 0.29484182596206665, 0.04981372505426407, 0.0989152193069458, 0.07002666592597961, -25.510576248168945, 5.4275922775268555, 19.845853805541992] 
0: [0.29074132442474365, -0.04646960645914078, 0.1145067885518074, 0.36889612674713135, 0.41432881355285645, 0.10940223187208176, 0.05968770012259483, 0.10000000149011612, 0.0798204094171524, 22.09581756591797, -17.780269622802734, -19.016239166259766, -0.36313900351524353, -0.16270804405212402, 0.06636752933263779, 0.13942848145961761, 0.5327625870704651, 0.29457300901412964, 0.05938440188765526, 0.10000000149011612, 0.0800042375922203, -25.511484146118164, 5.42710542678833, 19.846010208129883] 
1: [0.29240182042121887, -0.053822122514247894, 0.10463869571685791, 0.3701360523700714, 0.41455182433128357, 0.10848581790924072, 0.06862127035856247, 0.10000000149011612, 0.08848262578248978, 22.096376419067383, -17.77928352355957, -19.016141891479492, -0.3534531593322754, -0.1726885885000229, 0.07610569149255753, 0.1398790031671524, 0.5329126715660095, 0.29443034529685974, 0.06873761862516403, 0.10000000149011612, 0.08992695063352585, -25.51167106628418, 5.427667617797852, 19.84572410583496] 
2: [0.28624460101127625, -0.04877793416380882, 0.10578826069831848, 0.3713220953941345, 0.41425538063049316, 0.10738706588745117, 0.0771094411611557, 0.10000000149011612, 0.09672918170690536, 22.09710693359375, -17.77921485900879, -19.015605926513672, -0.34520670771598816, -0.17962408065795898, 0.08281505852937698, 0.1395973116159439, 0.5328916907310486, 0.2936844527721405, 0.07814528793096542, 0.10000000149011612, 0.09750569611787796, -25.511951446533203, 5.428042411804199, 19.845535278320312] 
3: [0.28116825222969055, -0.04639727622270584, 0.10564190149307251, 0.3727462589740753, 0.4133068323135376, 0.10552997887134552, 0.08604989945888519, 0.10000000149011612, 0.10437825322151184, 22.0977783203125, -17.778120040893555, -19.01542091369629, -0.3364531397819519, -0.18297633528709412, 0.08902554214000702, 0.13771048188209534, 0.5327194929122925, 0.2922980487346649, 0.08631642162799835, 0.10000000149011612, 0.10000000149011612, -25.512359619140625, 5.428714752197266, 19.845022201538086] 
4: [0.27748286724090576, -0.044962044805288315, 0.105516217648983, 0.3738514184951782, 0.41259992122650146, 0.10410241037607193, 0.09325247257947922, 0.10000000149011612, 0.11084406077861786, 22.098337173461914, -17.777202606201172, -19.015329360961914, -0.3285596966743469, -0.18259155750274658, 0.09469076991081238, 0.1363183856010437, 0.5326122641563416, 0.29130569100379944, 0.09369132667779922, 0.10000000149011612, 0.10000000149011612, -25.512691497802734, 5.430586814880371, 19.845232009887695] 
5: [0.2723768353462219, -0.04605194926261902, 0.10965635627508163, 0.3744320273399353, 0.41159528493881226, 0.1026184931397438, 0.0966595709323883, 0.10000000149011612, 0.11704172939062119, 22.097871780395508, -17.77717399597168, -19.01494598388672, -0.320735901594162, -0.1829783320426941, 0.10032372176647186, 0.13474152982234955, 0.5323427319526672, 0.28998565673828125, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, -25.512638092041016, 5.43224573135376, 19.845382690429688] 
6: [0.26659372448921204, -0.04839504137635231, 0.11030209809541702, 0.37488970160484314, 0.41074252128601074, 0.1013914942741394, 0.09978071600198746, 0.10000000149011612, 0.11959846317768097, 22.096986770629883, -17.776363372802734, -19.01445198059082, -0.3136468529701233, -0.1853654682636261, 0.10705883800983429, 0.1334223598241806, 0.5321099162101746, 0.2888702154159546, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, -25.511842727661133, 5.434258460998535, 19.84503173828125] 
7: [0.2666497528553009, -0.05229584872722626, 0.10993288457393646, 0.3752739131450653, 0.41001006960868835, 0.10036135464906693, 0.10000000149011612, 0.10000000149011612, 0.12152273207902908, 22.09621238708496, -17.77632713317871, -19.01324462890625, -0.30732178688049316, -0.18808230757713318, 0.11364268511533737, 0.13230611383914948, 0.5318728685379028, 0.28794723749160767, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, -25.511014938354492, 5.435863971710205, 19.84479331970215] 
8: [0.2680804133415222, -0.05475723743438721, 0.11264326423406601, 0.37562426924705505, 0.40942439436912537, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, 0.1208476647734642, 22.095979690551758, -17.77540397644043, -19.011764526367188, -0.3019455075263977, -0.19043245911598206, 0.11946075409650803, 0.13135136663913727, 0.5317531824111938, 0.287196546792984, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, -25.510316848754883, 5.437229156494141, 19.844585418701172] 
9: [0.27091148495674133, -0.056703973561525345, 0.11266317963600159, 0.3759070336818695, 0.4087127447128296, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, 0.11935702711343765, 22.0958194732666, -17.77469253540039, -19.010299682617188, -0.2965580224990845, -0.1945895254611969, 0.12495832145214081, 0.13057680428028107, 0.5312891006469727, 0.2865489721298218, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, -25.509859085083008, 5.438617706298828, 19.844301223754883] 
10: [0.2714179754257202, -0.054539427161216736, 0.1125003919005394, 0.3762056827545166, 0.40810543298721313, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, 0.11807268112897873, 22.09601402282715, -17.77383804321289, -19.00870132446289, -0.29138490557670593, -0.19808633625507355, 0.13050876557826996, 0.12994778156280518, 0.531143844127655, 0.28610241413116455, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, -25.509342193603516, 5.439812183380127, 19.844093322753906] 
